ID,DATA,TEL,CPF,SOLICITANTE,CD_TUSS,DS_RECEITA
1731,2020-08-23,1100001731,12345671731,Cristina,40803139,Mãos E Punhos Para Idade Óssea
3050,2020-01-30,1100003050,12345673050,Fernando,40901122,Abdome Total (Inclui Pelve)
8571,2020-05-09,1100008571,12345678571,Cristina,20102020,Holter De 24 Horas - 3 Canais - Digital
13095,2020-09-10,1100013095,123456713095,Camila,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
10591,2020-12-28,1100010591,123456710591,Cristina,41101189,Pelve (Não Inclui Articulações Coxofemorais)
11792,2020-06-02,1100011792,123456711792,Rafael,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
14103,2020-07-31,1100014103,123456714103,Ana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
1959,2020-03-14,1100001959,12345671959,Isabela,41101308,Pé (Antepé) - Não Inclui Tornozelo
3731,2020-08-27,1100003731,12345673731,Cristina,40901122,Abdome Total (Inclui Pelve)
4672,2020-02-05,1100004672,12345674672,Rafael,41101316,Articular (Por Articulação)
9098,2020-05-11,1100009098,12345679098,Gustavo,40901114,Mamas
13114,2020-12-05,1100013114,123456713114,Vinícius,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
14232,2020-04-23,1100014232,123456714232,Rafael,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
3007,2020-03-06,1100003007,12345673007,Paula,40901122,Abdome Total (Inclui Pelve)
10606,2020-07-17,1100010606,123456710606,Carlos,41101189,Pelve (Não Inclui Articulações Coxofemorais)
4121,2020-07-20,1100004121,12345674121,Maria,41101537,Angio-Rm Arterial de Crânio
4770,2020-11-17,1100004770,12345674770,Fernando,40901220,Articular (Por Articulação)
13116,2020-03-04,1100013116,123456713116,Rodrigo,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
7337,2020-11-03,1100007337,12345677337,Tatiana,40101010,Ecg Convencional De Até 12 Derivações
8323,2020-07-07,1100008323,12345678323,Ana,40202615,Endoscopia Digestiva Alta Com Biópsia E Teste De Urease (Pesquisa Helicobacter Pylori)
4532,2020-10-30,1100004532,12345674532,Rafael,41101316,Articular (Por Articulação)
14718,2020-04-16,1100014718,123456714718,Gustavo,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
14024,2020-11-25,1100014024,123456714024,Pedro,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
4037,2020-06-07,1100004037,12345674037,Tatiana,40901122,Abdome Total (Inclui Pelve)
3367,2020-10-01,1100003367,12345673367,Paula,40901122,Abdome Total (Inclui Pelve)
7430,2020-08-14,1100007430,12345677430,Fernando,40901106,Ecodopplercardiograma Transtorácico
4595,2020-10-13,1100004595,12345674595,Camila,41101316,Articular (Por Articulação)
1658,2020-01-22,1100001658,12345671658,Gustavo,40802035,Coluna Dorsal - 2 Incidências
9860,2020-12-09,1100009860,12345679860,João,40808041,Mamografia Digital Bilateral
3767,2020-10-31,1100003767,12345673767,Paula,40901122,Abdome Total (Inclui Pelve)
821,2020-09-28,1100000821,12345670821,Maria,29020085,Espirometria Após Broncodilatador
13215,2020-11-01,1100013215,123456713215,Camila,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
15573,2020-08-23,1100015573,123456715573,Patrícia,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
3210,2020-05-03,1100003210,12345673210,Fernando,40901122,Abdome Total (Inclui Pelve)
12889,2020-09-07,1100012889,123456712889,Juliana,41001079,Tc - Tórax
1679,2020-05-17,1100001679,12345671679,Isabela,40802051,Coluna Lombo-Sacra -3 Incidências
3563,2020-04-30,1100003563,12345673563,Ana,40901122,Abdome Total (Inclui Pelve)
9306,2020-10-18,1100009306,12345679306,Carlos,40901114,Mamas
1156,2020-01-13,1100001156,12345671156,Rodrigo,40804097,Pé Ou Pododáctilo
2703,2020-06-23,1100002703,12345672703,Ana,40901130,"Abdome Superior (Fígado, Vias Biliares, Vesícula, Pâncreas, Baço)"
11008,2020-06-12,1100011008,123456711008,Lucas,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
8974,2020-02-17,1100008974,12345678974,Vinícius,40901114,Mamas
11350,2020-04-13,1100011350,123456711350,Fernando,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
14810,2020-02-13,1100014810,123456714810,Fernando,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
11691,2020-11-06,1100011691,123456711691,Cristina,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
15550,2020-01-14,1100015550,123456715550,Fernando,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
15244,2020-07-21,1100015244,123456715244,Pedro,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
6434,2020-04-27,1100006434,12345676434,Vinícius,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
5606,2020-07-07,1100005606,12345675606,Carlos,41101227,Coluna Cervical Ou Dorsal Ou Lombar
13041,2020-04-20,1100013041,123456713041,Maria,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
13872,2020-04-20,1100013872,123456713872,Rafael,40101045,Teste Ergométrico Convencional - 3 Ou Mais Derivações Simultâneas (Inclui Ecg Basal Convencional)
9785,2020-08-16,1100009785,12345679785,Mariana,40808041,Mamografia Digital Bilateral
1307,2020-09-05,1100001307,12345671307,Paula,40804097,Pé Ou Pododáctilo
1363,2020-05-20,1100001363,12345671363,Ana,40804054,Joelho
9003,2020-12-19,1100009003,12345679003,Ana,40901114,Mamas
4736,2020-04-13,1100004736,12345674736,Rodrigo,40901220,Articular (Por Articulação)
12675,2020-10-06,1100012675,123456712675,Camila,41001079,Tc - Tórax
14680,2020-07-07,1100014680,123456714680,João,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
12861,2020-05-23,1100012861,123456712861,Maria,41001079,Tc - Tórax
14071,2020-06-15,1100014071,123456714071,Cristina,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
837,2020-09-08,1100000837,12345670837,Tatiana,20010010,Eletrocardiograma - Ecg
13244,2020-10-08,1100013244,123456713244,Pedro,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
7920,2020-06-22,1100007920,12345677920,João,40901106,Ecodopplercardiograma Transtorácico
740,2020-12-09,1100000740,12345670740,João,45552,Tc De Tórax
5435,2020-10-05,1100005435,12345675435,Camila,41101227,Coluna Cervical Ou Dorsal Ou Lombar
6619,2020-03-13,1100006619,12345676619,Isabela,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
14184,2020-09-20,1100014184,123456714184,Pedro,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
9401,2020-05-29,1100009401,12345679401,Maria,40901114,Mamas
3480,2020-12-01,1100003480,12345673480,João,40901122,Abdome Total (Inclui Pelve)
15414,2020-04-16,1100015414,123456715414,Vinícius,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
13502,2020-12-18,1100013502,123456713502,José,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
15546,2020-07-21,1100015546,123456715546,Carlos,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
775,2020-07-29,1100000775,12345670775,Camila,41301340,Urodinâmica Completa
6112,2020-10-19,1100006112,12345676112,Rafael,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
10985,2020-09-20,1100010985,123456710985,Mariana,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
6049,2020-10-10,1100006049,12345676049,Juliana,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
2022,2020-04-24,1100002022,12345672022,José,41101480,Mama (Bilateral)
2446,2020-09-14,1100002446,12345672446,Carlos,40901084,Ecodopplercardiograma Fetal Com Mapeamento De Fluxo Em Cores
6767,2020-06-09,1100006767,12345676767,Paula,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
13461,2020-06-30,1100013461,123456713461,Maria,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
15641,2020-03-30,1100015641,123456715641,Maria,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
15022,2020-04-21,1100015022,123456715022,José,40805026,Tórax - 2 Incidências
1603,2020-12-25,1100001603,12345671603,Ana,40804097,Pé Ou Pododáctilo
12965,2020-10-21,1100012965,123456712965,Mariana,41001079,Tc - Tórax
2797,2020-05-19,1100002797,12345672797,Tatiana,40901122,Abdome Total (Inclui Pelve)
11608,2020-01-21,1100011608,123456711608,Lucas,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
2183,2020-01-18,1100002183,12345672183,Ana,40901262,Obstétrica Morfológica
12910,2020-08-18,1100012910,123456712910,Fernando,41001079,Tc - Tórax
14360,2020-04-30,1100014360,123456714360,João,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
11654,2020-02-17,1100011654,123456711654,Vinícius,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
3326,2020-04-01,1100003326,12345673326,Carlos,40901122,Abdome Total (Inclui Pelve)
3179,2020-06-12,1100003179,12345673179,Isabela,40901122,Abdome Total (Inclui Pelve)
15267,2020-01-10,1100015267,123456715267,Paula,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
8870,2020-09-29,1100008870,12345678870,Fernando,40901114,Mamas
15627,2020-09-12,1100015627,123456715627,Paula,40901203,Órgãos Superficiais (Tireóide Ou Escroto Ou Pênis Ou Crânio)
7383,2020-12-06,1100007383,12345677383,Ana,40101010,Ecg Convencional De Até 12 Derivações
3520,2020-07-03,1100003520,12345673520,João,40901122,Abdome Total (Inclui Pelve)
2077,2020-07-10,1100002077,12345672077,Tatiana,41101545,Angio-RM venosa de Crânio
2381,2020-02-07,1100002381,12345672381,Maria,40901076,Ecodopplercardiograma Com Estresse Farmacológico
828,2020-10-01,1100000828,12345670828,Lucas,40103579,Potencial Evocado Auditivo De Média Latência (Pea-Ml)
14046,2020-01-08,1100014046,123456714046,Carlos,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
7609,2020-07-28,1100007609,12345677609,Juliana,40901106,Ecodopplercardiograma Transtorácico
9437,2020-09-28,1100009437,12345679437,Tatiana,40901114,Mamas
10885,2020-04-15,1100010885,123456710885,Mariana,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
14073,2020-11-27,1100014073,123456714073,Patrícia,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
5598,2020-07-01,1100005598,12345675598,Gustavo,41101227,Coluna Cervical Ou Dorsal Ou Lombar
11050,2020-08-26,1100011050,123456711050,Fernando,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
13100,2020-11-10,1100013100,123456713100,João,41001095,"Tc Abdome Total (Abdome Superior, Pelve E Retroperitônio)"
488,2020-03-07,1100000488,12345670488,Lucas,20010141,Ecocardiograma Bidimensional Com Mapeamento De Fluxo À Cores
9563,2020-11-01,1100009563,12345679563,Ana,40901114,Mamas
12783,2020-03-08,1100012783,123456712783,Ana,41001079,Tc - Tórax
2457,2020-06-26,1100002457,12345672457,Tatiana,40901238,Obstétrica
7448,2020-04-11,1100007448,12345677448,Lucas,40901106,Ecodopplercardiograma Transtorácico
4801,2020-05-17,1100004801,12345674801,Maria,40901220,Articular (Por Articulação)
1911,2020-09-01,1100001911,12345671911,Cristina,41001010,Tc- Crânio Ou Sela Túrsica Ou Órbitas
880,2020-02-25,1100000880,12345670880,João,41301374,Vulvoscopia (Vulva E Períneo)
13282,2020-01-12,1100013282,123456713282,José,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
3594,2020-08-22,1100003594,12345673594,Vinícius,40901122,Abdome Total (Inclui Pelve)
12940,2020-10-24,1100012940,123456712940,João,41001079,Tc - Tórax
14972,2020-09-30,1100014972,123456714972,Rafael,40805026,Tórax - 2 Incidências
1414,2020-10-27,1100001414,12345671414,Vinícius,40801128,Adenóides Ou Cavum
14083,2020-04-27,1100014083,123456714083,Ana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
2224,2020-03-08,1100002224,12345672224,Pedro,40901181,"Abdome Inferior Feminino (Bexiga, Útero, Ovário E Anexos)"
5776,2020-03-27,1100005776,12345675776,Rodrigo,41101014,Crânio (Encéfalo)
12431,2020-08-22,1100012431,123456712431,Cristina,40105075,Prova De Função Pulmonar Completa (Ou Espirometria)
10489,2020-09-22,1100010489,123456710489,Juliana,20102038,Monitorização Ambulatorial Da Pressão Arterial - Mapa (24 Horas)
5500,2020-10-06,1100005500,12345675500,João,41101227,Coluna Cervical Ou Dorsal Ou Lombar
854,2020-07-10,1100000854,12345670854,Vinícius,40201120,Endoscopia Digestiva Alta
6457,2020-01-18,1100006457,12345676457,Tatiana,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
678,2020-05-05,1100000678,12345670678,Gustavo,41001230,Angiotomografia coronariana
6435,2020-04-24,1100006435,12345676435,Camila,40901360,Doppler Colorido De Vasos Cervicais Arteriais Bilateral (Carótidas E Vertebrais)
11632,2020-04-15,1100011632,123456711632,Rafael,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
5279,2020-01-16,1100005279,12345675279,Isabela,40202666,Colonoscopia Com Biópsia E/Ou Citologia
3384,2020-02-14,1100003384,12345673384,Pedro,40901122,Abdome Total (Inclui Pelve)
7220,2020-05-16,1100007220,12345677220,João,40101010,Ecg Convencional De Até 12 Derivações
9913,2020-10-04,1100009913,12345679913,Patrícia,40808041,Mamografia Digital Bilateral
14642,2020-02-24,1100014642,123456714642,José,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
7568,2020-04-12,1100007568,12345677568,Lucas,40901106,Ecodopplercardiograma Transtorácico
7898,2020-11-27,1100007898,12345677898,Gustavo,40901106,Ecodopplercardiograma Transtorácico
2680,2020-08-27,1100002680,12345672680,João,40901130,"Abdome Superior (Fígado, Vias Biliares, Vesícula, Pâncreas, Baço)"
15152,2020-12-21,1100015152,123456715152,Rafael,40901750,US - Próstata (via abdominal)
10747,2020-03-10,1100010747,123456710747,Paula,41101189,Pelve (Não Inclui Articulações Coxofemorais)
11010,2020-01-06,1100011010,123456711010,Fernando,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
14260,2020-08-10,1100014260,123456714260,João,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
1278,2020-09-17,1100001278,12345671278,Gustavo,40804011,Bacia
10279,2020-05-04,1100010279,123456710279,Isabela,20102038,Monitorização Ambulatorial Da Pressão Arterial - Mapa (24 Horas)
11777,2020-04-02,1100011777,123456711777,Tatiana,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
14817,2020-08-24,1100014817,123456714817,Tatiana,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
890,2020-05-21,1100000890,12345670890,Fernando,41301102,Colposcopia (Cérvice Uterina E Vagina)
12767,2020-12-05,1100012767,123456712767,Paula,41001079,Tc - Tórax
5138,2020-12-08,1100005138,12345675138,Gustavo,40202666,Colonoscopia Com Biópsia E/Ou Citologia
11084,2020-12-17,1100011084,123456711084,Pedro,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
9370,2020-09-12,1100009370,12345679370,Fernando,40901114,Mamas
2316,2020-06-11,1100002316,12345672316,Rodrigo,40901157,"Aparelho Urinário Feminino (Rins, Ureteres E Bexiga)"
5766,2020-11-14,1100005766,12345675766,Carlos,41101014,Crânio (Encéfalo)
11698,2020-05-10,1100011698,123456711698,Gustavo,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
4414,2020-08-13,1100004414,12345674414,Vinícius,41101316,Articular (Por Articulação)
639,2020-10-18,1100000639,12345670639,Isabela,51010127,Impedanciometria - Pesquisa Do Reflexo Estapédio - Timpanometria
4729,2020-06-28,1100004729,12345674729,Juliana,41101316,Articular (Por Articulação)
5030,2020-03-04,1100005030,12345675030,Fernando,40201082,Colonoscopia (Inclui A Retossigmoidoscopia)
9137,2020-09-16,1100009137,12345679137,Tatiana,40901114,Mamas
3680,2020-03-01,1100003680,12345673680,João,40901122,Abdome Total (Inclui Pelve)
9691,2020-08-17,1100009691,12345679691,Cristina,40901114,Mamas
8776,2020-10-29,1100008776,12345678776,Rodrigo,40901114,Mamas
8074,2020-06-01,1100008074,12345678074,Vinícius,40901106,Ecodopplercardiograma Transtorácico
4437,2020-11-28,1100004437,12345674437,Tatiana,41101316,Articular (Por Articulação)
9362,2020-07-08,1100009362,12345679362,José,40901114,Mamas
263,2020-11-29,1100000263,12345670263,Ana,40601129,Procedimento Diagnóstico Citopatológico Oncótico De Líquidos E Raspados Cutâneos
7613,2020-03-30,1100007613,12345677613,Patrícia,40901106,Ecodopplercardiograma Transtorácico
9049,2020-03-04,1100009049,12345679049,Juliana,40901114,Mamas
11234,2020-10-31,1100011234,123456711234,Vinícius,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
13404,2020-03-30,1100013404,123456713404,Pedro,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
5601,2020-08-30,1100005601,12345675601,Maria,41101227,Coluna Cervical Ou Dorsal Ou Lombar
762,2020-11-15,1100000762,12345670762,José,45552,Tc De Tórax
11067,2020-07-31,1100011067,123456711067,Paula,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
6225,2020-11-21,1100006225,12345676225,Mariana,40808130,Densitometria Óssea - 2 Segmentos (Coluna E Fêmur)
8291,2020-04-30,1100008291,12345678291,Cristina,40202615,Endoscopia Digestiva Alta Com Biópsia E Teste De Urease (Pesquisa Helicobacter Pylori)
1378,2020-02-11,1100001378,12345671378,Gustavo,40802019,Coluna Cervical - 3 Incidências
4826,2020-04-27,1100004826,12345674826,Carlos,40901220,Articular (Por Articulação)
11441,2020-05-25,1100011441,123456711441,Maria,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
9619,2020-01-04,1100009619,12345679619,Isabela,40901114,Mamas
12350,2020-11-25,1100012350,123456712350,Fernando,40601013,Procedimento Diagnóstico Peroperatório Sem Deslocamento Do Patologista
11223,2020-10-03,1100011223,123456711223,Ana,40601110,Procedimento Diagnóstico Em Biópsia Simples Imprint E Cell Block
13366,2020-06-30,1100013366,123456713366,Carlos,40101037,Teste Ergométrico Computadorizado (Inclui Ecg Basal Convencional)
6667,2020-12-18,1100006667,12345676667,Paula,40901483,Doppler Colorido Venoso De Membro Inferior - Unilateral
1239,2020-06-15,1100001239,12345671239,Isabela,40804011,Bacia
8001,2020-10-21,1100008001,12345678001,Maria,40901106,Ecodopplercardiograma Transtorácico
14314,2020-04-10,1100014314,123456714314,Vinícius,40901300,Transvaginal (Inclui Abdome Inferior Feminino)
1607,2020-08-27,1100001607,12345671607,Paula,40803139,Mãos E Punhos Para Idade Óssea
4773,2020-07-31,1100004773,12345674773,Patrícia,40901220,Articular (Por Articulação)
4943,2020-10-17,1100004943,12345674943,Ana,17111013,Colonoscopia
748,2020-03-28,1100000748,12345670748,Lucas,33010021,U.S. Abdômen Total 
5514,2020-04-29,1100005514,12345675514,Vinícius,41101227,Coluna Cervical Ou Dorsal Ou Lombar
8568,2020-04-06,1100008568,12345678568,Lucas,20102020,Holter De 24 Horas - 3 Canais - Digital
7247,2020-12-28,1100007247,12345677247,Paula,40101010,Ecg Convencional De Até 12 Derivações
8029,2020-07-08,1100008029,12345678029,Juliana,40901106,Ecodopplercardiograma Transtorácico
4714,2020-09-05,1100004714,12345674714,Vinícius,41101316,Articular (Por Articulação)
4327,2020-03-13,1100004327,12345674327,Paula,40901769,"Aparelho Urinário  (Rins, Ureteres E Bexiga )"
